pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,sy_dist
Kepler-937 c,Kepler-937,0.5545,2.67,7.61,2.2,0.0,6.93,377.0,1571.46
Kepler-938 b,Kepler-938,0.2689,2.22,5.56,2.79,0.0,8.57,544.0,1182.05
Kepler-939 b,Kepler-939,0.1153,1.75,3.71,3.8,0.0,54.19,692.0,2093.62
Kepler-94 b,Kepler-94,0.03377,3.51,10.84,1.45,0.0,216.094,997.0,191.904
Kepler-940 b,Kepler-940,0.3059,3.34,11.1,1.64,0.0,10.519,486.0,1260.78
Kepler-941 b,Kepler-941,0.1311,3.08,9.69,1.82,0.0,47.032,722.0,1088.36
Kepler-942 b,Kepler-942,0.22737,2.13,5.18,2.95,0.0,4.957,379.0,216.354
Kepler-943 b,Kepler-943,0.2559,5.93,29.5,0.777,0.0,10.16,455.0,2300.53
Kepler-944 b,Kepler-944,0.2288,2.63,7.41,2.24,0.0,20.174,459.0,1349.43
Kepler-945 b,Kepler-945,0.2037,2.63,7.41,2.24,0.0,31.702,616.0,1651.25
Kepler-946 b,Kepler-946,0.1002,1.93,4.38,3.35,0.0,124.072,857.0,1137.29
Kepler-947 b,Kepler-947,0.1773,2.28,5.82,2.7,0.0,51.95,573.0,1730.78
Kepler-948 b,Kepler-948,0.0749,1.85,4.08,3.54,0.0,126.203,841.0,868.017
Kepler-949 b,Kepler-949,0.07739,2.91,8.8,1.96,0.0,58.442,782.0,486.105
Kepler-949 c,Kepler-949,0.1394,2.97,9.11,1.91,0.0,27.2,582.0,486.105
Kepler-95 b,Kepler-95,0.10232,3.42,13.0,1.71,0.0,178.832,927.0,445.656
Kepler-950 b,Kepler-950,0.3982,8.98,59.6,0.452,0.0,3.97,360.0,2161.6
Kepler-951 b,Kepler-951,0.3091,5.59,26.7,0.84,0.0,2.472,340.0,382.509
Kepler-952 b,Kepler-952,0.5183,7.65,45.4,0.557,0.0,5.046,369.0,1304.25
Kepler-953 b,Kepler-953,0.392,4.21,16.5,1.22,0.0,5.84,410.0,258.893
Kepler-953 c,Kepler-953,0.0862,1.19,1.81,5.9,0.0,121.04,873.0,258.893
Kepler-954 b,Kepler-954,0.1202,2.32,5.99,2.64,0.0,21.531,545.0,215.814
Kepler-955 b,Kepler-955,0.1083,3.13,9.96,1.78,0.0,33.091,664.0,550.383
Kepler-956 b,Kepler-956,0.06017,3.0,9.27,1.89,0.0,307.058,1056.0,544.939
Kepler-957 b,Kepler-957,0.0559,5.5,25.9,0.855,0.0,124.911,769.0,824.688
Kepler-958 b,Kepler-958,0.08631,2.06,4.9,3.08,0.0,73.59,749.0,449.773
Kepler-959 b,Kepler-959,0.1633,4.38,17.6,1.15,0.0,165.868,1912.0,807.729
Kepler-96 b,Kepler-96,0.1261,2.67,8.46,2.26,0.0,57.524,711.0,122.881
Kepler-960 b,Kepler-960,0.03807,2.29,5.86,2.68,0.0,129.223,1391.0,284.916
Kepler-961 b,Kepler-961,0.12585,2.55,7.04,2.33,0.0,40.4,642.0,574.314
Kepler-962 b,Kepler-962,0.09874,1.97,4.54,3.26,0.0,53.823,689.0,411.486
Kepler-963 b,Kepler-963,0.0849,2.66,7.56,2.21,0.0,83.494,802.0,771.494
Kepler-964 b,Kepler-964,0.1073,2.12,5.14,2.96,0.0,43.916,652.0,454.626
Kepler-965 b,Kepler-965,0.50998,3.38,11.4,1.62,0.0,4.98,393.0,582.828
Kepler-966 b,Kepler-966,0.3907,4.13,16.0,1.25,0.0,10.972,391.0,1027.8
Kepler-967 b,Kepler-967,0.1027,2.35,6.12,2.59,0.0,39.1,638.0,568.546
Kepler-967 c,Kepler-967,0.6253,3.65,12.9,1.46,0.0,1.05,258.0,568.546
Kepler-968 b,Kepler-968,0.0389,2.0,4.66,3.2,0.0,103.909,745.0,290.324
Kepler-968 c,Kepler-968,0.052,1.69,3.5,3.98,0.0,58.15,644.0,290.324
Kepler-969 b,Kepler-969,0.19726,2.07,4.94,3.06,0.0,10.166,465.0,390.354
Kepler-969 c,Kepler-969,0.0265,0.99,0.937,5.31,0.0,564.581,1270.0,390.354
Kepler-97 b,Kepler-97,0.03563,1.48,3.51,5.44,0.0,767.964,1328.0,400.907
Kepler-970 b,Kepler-970,0.139,2.609,7.31,2.26,0.34,11.111,464.0,331.545
Kepler-971 b,Kepler-971,0.08679,2.13,5.18,2.95,0.0,82.766,1087.0,338.522
Kepler-972 b,Kepler-972,0.0734,4.65,19.5,1.07,0.0,266.514,1060.0,1198.03
Kepler-973 b,Kepler-973,0.2489,1.96,4.5,3.28,0.0,7.892,402.0,328.52
Kepler-974 b,Kepler-974,0.0419,1.57,3.09,4.39,0.0,28.511,577.0,134.311
Kepler-975 b,Kepler-975,0.02898,1.48,2.79,4.73,0.0,328.698,1599.0,426.088
Kepler-975 c,Kepler-975,0.0567,10.69,80.2,0.361,0.0,439.8,1168.0,426.088
Kepler-976 b,Kepler-976,0.4217,3.96,14.9,1.32,0.0,2.661,324.0,1012.41
Kepler-977 b,Kepler-977,0.162,2.62,7.37,2.25,0.0,13.955,544.0,568.751
Kepler-978 b,Kepler-978,0.2726,2.99,9.22,1.9,0.0,20.99,546.0,682.522
Kepler-979 b,Kepler-979,0.0753,2.72,7.85,2.14,0.0,77.841,792.0,576.503
Kepler-98 b,Kepler-98,0.02614,1.99,3.55,2.18,0.0,1107.389,1592.0,350.315
Kepler-980 b,Kepler-980,0.09993,2.67,7.61,2.2,0.0,170.137,845.0,961.468
Kepler-981 b,Kepler-981,0.0535,2.31,5.95,2.65,0.0,337.471,1103.0,878.082
Kepler-982 b,Kepler-982,0.1277,2.25,5.69,2.74,0.0,185.203,955.0,801.479
Kepler-983 b,Kepler-983,0.3148,2.36,6.17,2.58,0.0,30.997,485.0,714.437
Kepler-984 b,Kepler-984,0.23688,2.12,5.14,2.96,0.0,13.991,484.0,460.188
Kepler-985 b,Kepler-985,0.44664,2.98,9.17,1.9,0.0,2.4,323.0,679.361
Kepler-986 b,Kepler-986,0.29131,2.36,6.17,2.58,0.0,10.857,465.0,548.364
Kepler-987 b,Kepler-987,0.4238,3.26,10.7,1.7,0.0,3.853,351.0,914.126
Kepler-988 b,Kepler-988,0.1085,2.07,4.94,3.06,0.0,6.56,368.0,304.889
Kepler-989 b,Kepler-989,0.0734,2.21,5.52,2.81,0.0,74.35,805.0,491.978
Kepler-99 b,Kepler-99,0.05071,1.48,6.15,10.9,0.0,108.042,810.0,208.369
Kepler-990 b,Kepler-990,0.08595,2.6,7.27,2.27,0.0,108.3,903.0,802.163
Kepler-991 b,Kepler-991,0.3104,2.54,6.99,2.34,0.0,1.371,260.0,389.561
Kepler-992 b,Kepler-992,0.13372,1.62,3.26,4.21,0.0,15.291,510.0,259.639
Kepler-993 b,Kepler-993,0.13,2.97,9.11,1.91,0.0,3.954,352.0,324.423
Kepler-994 b,Kepler-994,0.0177,1.6,3.19,4.28,0.0,243.984,957.0,188.158
Kepler-995 b,Kepler-995,0.1701,2.7,7.75,2.16,0.0,11.92,517.0,609.638
Kepler-996 b,Kepler-996,0.0474,1.98,4.58,3.24,0.0,723.081,1272.0,1216.58
Kepler-997 b,Kepler-997,0.04022,1.36,2.42,5.29,0.0,1900.131,1709.0,467.568
Kepler-998 b,Kepler-998,0.0626,2.32,5.99,2.64,0.0,409.917,1020.0,986.364
Kepler-999 b,Kepler-999,0.06918,2.34,6.08,2.61,0.0,740.173,1355.0,545.063
L 168-9 b,L 168-9,0.0208,1.63,4.07,5.18,0.0,149.3748,998.0,25.1496
L 98-59 b,L 98-59,0.0223,0.837,0.46,4.3,0.031,24.5,620.0,10.6194
L 98-59 c,L 98-59,0.0309,1.329,2.0,4.7,0.002,12.7,526.0,10.6194
L 98-59 d,L 98-59,0.0494,1.627,1.64,2.2,0.006,4.97,416.0,10.6194
L 98-59 e,L 98-59,0.0712,1.49,2.82,5.2,0.012,2.4,347.0,10.6194
L 98-59 f,L 98-59,0.1052,1.48,2.8,5.0,0.044,1.1,285.0,10.6194
LHS 1140 b,LHS 1140,0.0946,1.73,5.6,5.9,0.043,0.43,226.0,14.9861
LHS 1140 c,LHS 1140,0.027,1.272,1.91,5.1,0.05,5.3,422.0,14.9861
LHS 1678 b,LHS 1678,0.01239,0.685,0.35,6.0,0.033,94.3,830.44,19.8782
LHS 1678 c,LHS 1678,0.0327,0.941,1.4,10.6,0.039,13.5,510.9,19.8782
LHS 1678 d,LHS 1678,0.04,0.981,0.907,5.28,0.036,9.1,462.95,19.8782
LHS 1815 b,LHS 1815,0.0404,1.088,1.58,6.7,0.0,26.3712,617.0,29.8424
LHS 475 b,LHS 475,0.02037,0.991,0.941,5.31,0.0,20.8,586.0,12.4814
LP 714-47 b,LP 714-47,0.0417,4.7,30.8,1.7,0.04,38.5441,700.0,52.616
LP 791-18 b,LP 791-18,0.00978,1.212,1.94,5.99,0.0,24.14,564.3,26.4927
LP 791-18 c,LP 791-18,0.02961,2.438,7.1,2.69,8e-05,2.637,324.4,26.4927
LP 791-18 d,LP 791-18,0.01992,1.032,0.9,4.5,0.0015,5.83,395.5,26.4927
LTT 1445 A b,LTT 1445 A,0.022,1.18,2.73,4.36,0.18,5.4,555.0,6.86929
LTT 1445 A c,LTT 1445 A,0.02661,1.147,1.54,5.57,0.223,10.9,508.0,6.86929
LTT 3780 b,LTT 3780,0.01195,1.325,2.46,5.8,0.0,111.0,903.0,21.9814
LTT 3780 c,LTT 3780,0.0757,2.39,8.04,3.24,0.024,2.76,359.0,21.9814
LTT 9779 b,LTT 9779,0.01679,4.72,29.32,1.536,0.0,1013.69,1978.0,80.4373
NGTS-1 b,NGTS-1,0.0326,14.90797,258.07796,0.42,0.016,65.3,790.0,218.121
NGTS-11 b,NGTS-11,0.201,9.157753,109.33352,0.78,0.13,9.242,435.0,190.422
NGTS-12 b,NGTS-12,0.0757,11.747032,66.10864,0.223,0.0,416.0,1257.0,446.442
NGTS-14 A b,NGTS-14 A,0.0403,4.976796,29.24036,1.395,0.0,191.782,1143.0,322.148
NGTS-15 b,NGTS-15,0.0441,12.32987877,238.68913366,0.74,0.0,425.0,1146.0,786.485
NGTS-16 b,NGTS-16,0.0523,14.57167491,211.99154747,0.38,0.0,480.0,1177.0,898.168
NGTS-17 b,NGTS-17,0.0391,13.89913607,242.82090295,0.5,0.0,1160.0,1457.0,1040.28
NGTS-18 b,NGTS-18,0.0448,13.56286665,129.99181846,0.28,0.0,845.0,1381.0,1096.19
NGTS-2 b,NGTS-2,0.063,17.878355,235.1942,0.226,0.0,1085.35,1468.0,356.391
NGTS-20 b,NGTS-20,0.313,11.99360935,947.12865286,3.02,0.432,6.7645,688.0,382.898
NGTS-24 b,NGTS-24,0.0479,13.60770257,165.27077164,0.36,0.0,391.83,1499.0,683.062
NGTS-26 b,NGTS-26,0.049,14.88552637,92.80589484,0.153,0.0,523.0,1331.0,1093.69
NGTS-27 b,NGTS-27,0.0446,15.64773706,188.47224535,0.266,0.0,1680.0,1783.0,942.122
NGTS-30 b,NGTS-30,0.408,10.40193409,305.11527072,1.49,0.294,172.857,500.0,238.377
NGTS-4 b,NGTS-4,0.019,3.18,20.6,3.45,0.0,886.9841,1650.0,280.555
NGTS-5 b,NGTS-5,0.0382,12.733424,72.78307,0.194,0.0,101.253,952.0,306.779
NGTS-6 b,NGTS-6,0.01677,14.863134,425.57437,0.711,0.0,983.4246,1283.9,308.262
NGTS-8 b,NGTS-8,0.035,12.21781,295.5819,0.89,0.01,503.0,1345.0,428.976
NGTS-9 b,NGTS-9,0.058,11.99363,921.707,2.93,0.06,729.0,1448.0,609.128
OGLE-TR-113 b,OGLE-TR-113,0.02289,12.251,400.449,1.2,0.0,528.4147,1342.0,566.459
PH2 b,PH2,0.833,9.33708092,87.08498352,0.58,0.215,1.2,295.1,343.863
Proxima Cen b,Proxima Cen,0.04848,1.02,1.055,5.46,0.0,0.641,218.0,1.30119
Proxima Cen d,Proxima Cen,0.02881,0.692,0.26,4.31,0.0,1.814,282.0,1.30119
Qatar-1 b,Qatar-1,0.02332,12.811887,411.27202,1.076,0.0,382.328,1418.0,185.615
Qatar-10 b,Qatar-10,0.0286,17.295487,233.92288,0.248,0.0,1816.48,1955.0,559.068
Qatar-6 b,Qatar-6,0.0423,11.903958,212.31044,0.692,0.0,174.9015,1006.0,100.848
Qatar-7 b,Qatar-7,0.0352,19.0553,597.5204,0.502,0.0,2886.2922,2053.0,705.981
Qatar-8 b,Qatar-8,0.0474,14.403565,117.91493,0.216,0.0,698.148,1457.0,281.498
Qatar-9 b,Qatar-9,0.0234,11.309881,378.2177,1.43,0.0,210.669,1134.0,213.771
Ross 128 b,Ross 128,0.0496,1.11,1.4,5.63,0.116,1.38,301.0,3.37454
Ross 176 b,Ross 176,0.0464,1.84,4.57,4.03,0.25,36.2,682.0,46.4488
TIC 139270665 b,TIC 139270665,0.163,7.22979255,147.15455244,2.13,0.105,40.3,703.0,189.875
TIC 237913194 b,TIC 237913194,0.1207,12.520453,617.22586,1.847,0.575,83.3856,974.0,306.063
TIC 257060897 b,TIC 257060897,0.051,16.70138124,212.94503269,0.25,0.03,1804.5549,1762.0,505.703
TOI-1052 b,TOI-1052,0.09103,2.87,16.9,3.93,0.18,246.0,1135.0,129.804
TOI-1052 c,TOI-1052,0.2263,6.48,34.3,0.693,0.237,39.7,719.0,129.804
TOI-1062 b,TOI-1062,0.052,2.265,10.15,4.85,0.177,232.0,1077.0,82.1733
TOI-1062 c,TOI-1062,0.08,3.1,9.78,1.8,0.14,95.0,859.0,82.1733
TOI-1064 b,TOI-1064,0.06152,2.587,13.5,4.30062,0.047,62.9,784.0,68.0726
TOI-1064 c,TOI-1064,0.09429,2.651,2.5,0.771906,0.088,26.8,634.0,68.0726
TOI-1075 b,TOI-1075,0.01159,1.791,9.95,9.32,0.0,509.2,1323.0,61.4592
TOI-1117 b,TOI-1117,0.033,2.46,8.9,3.3,0.0,928.0,1538.0,167.598
TOI-1117 c,TOI-1117,0.0534,2.91,8.78,1.96,0.0,355.0,1210.0,167.598
TOI-1117 d,TOI-1117,0.0817,3.27,10.71,1.68,0.0,152.0,978.0,167.598
TOI-1130 b,TOI-1130,0.0453,3.66,19.8,2.23,0.052162,78.1,825.0,58.2609
TOI-1130 c,TOI-1130,0.0731,13.0,336.0,0.827042,0.0398,30.0,650.0,58.2609
TOI-1135 b,TOI-1135,0.082337403,9.34085,51.42,0.41,0.0,254.894,1074.28,114.048
TOI-1136 c,TOI-1136,0.0669,2.879,6.32,1.45,0.11,232.392,1062.0,84.5362
TOI-1136 d,TOI-1136,0.1062,4.627,8.35,1.81,0.042,626.362,843.0,84.5362
TOI-1136 e,TOI-1136,0.14,2.639,6.07,1.81,0.0425,48.4771,737.0,84.5362
TOI-1136 f,TOI-1136,0.174,3.73591482,9.7,0.89,0.001,26.4328,658.0,84.5362
TOI-1173 b,TOI-1173,0.0696,9.19,27.4,0.195,0.023,132.0,868.0,132.353
TOI-1174 b,TOI-1174,0.07994,2.562,32.0,11.0,0.0,52.02,713.83,94.6375
TOI-1180 b,TOI-1180,0.080799,3.072,10.0,1.93,0.0,36.97,638.18,72.0238
TOI-1184 b,TOI-1184,0.056027,2.39,6.8,2.63,0.0,57.54,715.47,58.5946
TOI-1194 b,TOI-1194,0.034,8.71664516,120.0,0.99,0.0,203.685,1264.29,149.667
TOI-1199 b,TOI-1199,0.04988,10.5140239,75.96098927,0.358,0.03,324.114,1486.0,248.427
TOI-1201 b,TOI-1201,0.0287,2.415,6.28,2.45,0.0,40.6,703.0,37.8871
TOI-122 b,TOI-122,0.0392,2.72,7.85,2.14,0.0,8.8,471.0,62.118
TOI-1231 b,TOI-1231,0.1288,3.65,15.4,1.74,0.087,1.93,329.6,27.6227
TOI-1235 b,TOI-1235,0.03845,1.69,6.69,7.25,0.049,60.3,775.0,39.6345
TOI-1238 b,TOI-1238,0.0139,1.21,3.76,11.7,0.25,442.0,1133.0,70.7145
TOI-1238 c,TOI-1238,0.037,2.11,8.32,4.9,0.15,63.0,695.0,70.7145
TOI-1244 b,TOI-1244,0.060694,2.467,6.6,2.66,0.0,56.63,714.86,102.551
TOI-1246 c,TOI-1246,0.061,2.45109846,9.1,3.39,0.0,129.0,862.49,169.422
TOI-1246 d,TOI-1246,0.132,3.43139739,5.4,0.73,0.0,28.0,587.77,169.422
TOI-1246 e,TOI-1246,0.212,3.5141875,14.5,1.83,0.0,11.0,463.98,169.422
TOI-1248 b,TOI-1248,0.051,6.8084859,27.4,0.47,0.0,202.0739,952.09,168.735
TOI-1249 b,TOI-1249,0.109,3.2710301,11.9,1.84,0.0,48.6058,726.89,139.49
TOI-125 b,TOI-125,0.05186,2.726,9.5,2.57,0.194,185.0,1037.0,111.059
TOI-125 c,TOI-125,0.0814,2.759,6.63,1.73,0.066,77.59,827.8,111.059
TOI-125 d,TOI-125,0.137,2.93,13.6,2.98,0.168,26.7,638.1,111.059
TOI-1259 A b,TOI-1259 A,0.0407,11.45557828,140.16232749,0.513,0.0,153.1389,963.0,118.106
TOI-1260 b,TOI-1260,0.0367,2.41,8.56,3.35,0.0,95.58,871.0,73.5977
TOI-1260 c,TOI-1260,0.0657,2.76,13.2,3.45,0.0,29.81,651.0,73.5977
TOI-1260 d,TOI-1260,0.1116,3.12,11.84,2.14,0.0,10.32,499.0,73.5977
TOI-1266 b,TOI-1266,0.073,2.52,4.46,1.54,0.039,4.72,415.0,36.0118
TOI-1266 c,TOI-1266,0.105,1.98,3.17,2.25,0.071,2.42,346.0,36.0118
TOI-1266 d,TOI-1266,0.1513,1.74,3.68,3.84,0.087,1.3,288.0,36.0118
TOI-1268 b,TOI-1268,0.0711,9.1,96.4,0.71,0.105,91.0972,918.9,109.557
TOI-1269 b,TOI-1269,0.0496,2.40144286,6.4,2.53,0.0,231.2034,1004.9,172.138
TOI-1272 b,TOI-1272,0.0417,4.13204907,27.0,2.09,0.35,120.595,975.0,137.572
TOI-1273 b,TOI-1273,0.0549,11.09689089,70.55790635,0.28,0.055,225.013,1211.0,177.118
TOI-1279 b,TOI-1279,0.085,2.66146528,10.6,3.05,0.0,74.7359,759.0,107.055
TOI-1288 b,TOI-1288,0.0374,4.96846551,44.1,1.97,0.0,1198.41,1203.44,114.865
TOI-1294 b,TOI-1294,0.051,10.12369881,63.9,0.34,0.0,311.498,1392.74,332.648
TOI-1295 b,TOI-1295,0.047,15.69257298,451.31633794,0.65,0.024,1800.0,2360.0,388.227
TOI-1296 b,TOI-1296,0.051,14.11645916,95.3,0.19,0.0,1078.5987,1414.84,323.265
TOI-1298 b,TOI-1298,0.057,9.65807033,99.0,0.6,0.0,732.0077,1278.0,319.036
TOI-132 b,TOI-132,0.026,3.42,22.4,3.08,0.059,860.0,1395.0,163.678
TOI-1333 b,TOI-1333,0.0626,15.647764,753.2571,1.08,0.073,1112.85,1679.0,200.492
TOI-1338 b,TOI-1338 A,0.4607,7.661,11.3,0.56,0.0331,0.9938,254.65,399.017
TOI-1347 b,TOI-1347,0.0171,1.8,11.1,9.9,0.0,1876.1315,1400.0,147.476
TOI-1347 c,TOI-1347,0.0546,1.6,6.4,4.1,0.0,183.6642,1000.0,147.476
TOI-1386 b,TOI-1386,0.173,6.2163865,45.8,1.04,0.0,34.68,615.03,146.858
TOI-1386 c,TOI-1386,0.75,10.3,75.2,0.378,0.38,1.771,327.4,146.858
TOI-1408 c,TOI-1408,0.03587,2.22,7.6,3.8,0.1353,2005.35,1864.0,139.484
TOI-1410.01,TOI-1410,0.0207,3.10083009,12.5,2.3,0.0,565.5415,1236.7,72.7512
TOI-1411 b,TOI-1411,0.02122,1.19880592,2.0,6.36,0.0,266.85,976.4,32.4778
TOI-1416 b,TOI-1416,0.019,1.62,3.48,4.5,0.0,883.0,1517.0,55.0135
TOI-1420 b,TOI-1420,0.071,11.89,25.1,0.082,0.17,139.0,957.0,201.918
TOI-1422 b,TOI-1422,0.108,3.96,9.0,0.795,0.04,90.5151,867.0,155.141
TOI-1437 b,TOI-1437,0.14,2.24,9.6,3.91,0.17,82.0,794.23,103.297
TOI-1439 b,TOI-1439,0.192,4.2427861,38.5,2.76,0.157,68.4355,748.4,230.306
TOI-1443 b,TOI-1443,0.147,2.30381001,30.0,14.0,0.0,16.8576,520.66,85.8034
TOI-1448 b,TOI-1448,0.0567,2.749,19.5,9.51,0.36,5.45,426.0,73.3345
TOI-1451 b,TOI-1451,0.127,2.61143902,15.2,4.67,0.0,53.0216,723.33,91.9362
TOI-1452 b,TOI-1452,0.061,1.672,4.82,5.6,0.0,1.8,326.0,30.5212
TOI-1467 b,TOI-1467,0.050748,1.92,9.0,11.0,0.0,18.13,506.07,37.4418
TOI-1468 b,TOI-1468,0.02107,1.401,3.04,6.1,0.0099,36.4,683.5,24.7399
TOI-1468 c,TOI-1468,0.08608,2.126,4.1,2.31,0.111,2.13,338.1,24.7399
TOI-1470 b,TOI-1470,0.0285,2.18,7.32,3.86,0.3,46.3,734.0,51.9503
TOI-1470 c,TOI-1470,0.106,2.47,7.24,2.66,0.5,3.35,373.0,51.9503
TOI-1472 b,TOI-1472,0.065,4.15964583,16.5,1.24,0.0,110.0201,811.14,121.84
TOI-1478 b,TOI-1478,0.0818,11.99360935,279.68899816,0.88,0.055,261.013,918.0,152.892
TOI-150.01,TOI-150,0.07037,14.067295,797.7533,1.68,0.262,750.922,1404.5,336.267
TOI-157 b,TOI-157,0.03138,14.414774,375.0394,0.686,0.0,1062.0,1588.0,355.683
TOI-1601 b,TOI-1601,0.069,14.19902343,387.0,0.74,0.0,1071.42,1493.97,336.608
TOI-163 b,TOI-163,0.058,16.690201,387.7526,0.49,0.0,1489.1126,1669.0,411.719
TOI-1634 b,TOI-1634,0.01545,1.773,7.57,7.6,0.0,121.0,924.0,35.2736
TOI-1669 c,TOI-1669,0.0376,2.2963977,13.0,6.0,0.0,342.997,1285.16,111.276
TOI-1670 b,TOI-1670,0.103,2.06,41.31769291,8.6,0.59,196.694,1062.0,168.067
TOI-1670 c,TOI-1670,0.249,11.06326395,200.23189641,0.81,0.09,14.5514,684.0,168.067
TOI-1685 b,TOI-1685,0.01138,1.468,3.03,5.3,0.0,236.0,1062.0,37.6153
TOI-169 b,TOI-169,0.03524,12.172974,251.40353,0.76,0.0,1443.0,1715.0,407.84
TOI-1691 b,TOI-1691,0.129365,3.66,14.6,1.76,0.0,59.13,703.49,111.445
TOI-1694 b,TOI-1694,0.045,5.3422266,31.3,1.13,0.0,195.2882,943.19,124.68
TOI-1695 b,TOI-1695,0.033548,1.9,6.36,5.0,0.097,39.0,698.0,45.1309
TOI-1696 b,TOI-1696,0.0229,3.09,48.8,9.44,0.0,13.5,489.0,64.9172
TOI-1710 b,TOI-1710,0.166,5.20315158,22.4,0.87,0.0,33.0,602.99,81.2271
TOI-1723 b,TOI-1723,0.113496,3.435,10.4,1.6,0.0,92.36,782.98,100.727
TOI-1728 b,TOI-1728,0.0391,5.05,26.78,1.14,0.057,57.78,767.0,60.798
TOI-1736 b,TOI-1736,0.073,3.18175535,12.3,2.09,0.0,329.6,1099.79,88.9482
TOI-1742 b,TOI-1742,0.154,2.36507598,9.7,4.0,0.3,58.618,694.09,72.8871
TOI-1751 b,TOI-1751,0.215,2.9507845,19.5,4.13,0.327,192.521,651.64,113.335
TOI-1753 b,TOI-1753,0.059,2.47852533,16.6,5.95,0.0,237.996,1005.43,226.671
TOI-1758 b,TOI-1758,0.141409,3.62,6.9,0.83,0.0,21.05,551.44,96.6215
TOI-1759 b,TOI-1759,0.1177,3.14,10.8,1.91,0.0,6.39,443.0,40.0654
TOI-1775 b,TOI-1775,0.08,8.04728896,96.0,1.01,0.0,55.4426,707.89,149.234
TOI-1776 b,TOI-1776,0.0378,1.21612741,1.4,4.13,0.0,560.3349,1269.21,44.647
TOI-1794 b,TOI-1794,0.082,3.29701268,8.7,1.31,0.0,228.913,992.91,155.791
TOI-1798.01,TOI-1798,0.074984,2.448,6.5,2.61,0.0,69.26,734.31,113.181
TOI-1798.02,TOI-1798,0.010789,1.464,5.6,11.17,0.0,3345.44,1935.83,113.181
TOI-1799 b,TOI-1799,0.072502,1.642,4.0,7.51,0.0,164.26,922.72,62.1274
TOI-1801 b,TOI-1801,0.075,2.079,5.738,3.701,0.0,10.7276,493.7,30.6796
TOI-1803 b,TOI-1803,0.06,2.99,10.32,2.15031,0.0,58.0,747.0,119.24
TOI-1803 c,TOI-1803,0.097,4.29,8.0,0.419035,0.0,22.0,588.0,119.24
TOI-1807 b,TOI-1807,0.0122,1.49681583,2.44,3.98,0.0,1407.22,1694.1,42.5775
TOI-181 b,TOI-181,0.0539,6.9559,46.1687,0.7562,0.1543,102.43,895.1,96.2338
TOI-1811 b,TOI-1811,0.04389,11.14172682,308.9292116,1.23,0.052,55.9743,962.2,128.23
TOI-1820 b,TOI-1820,0.061,12.778238,731.0053361,2.0,0.043,292.245,1375.0,248.504
TOI-1823 b,TOI-1823,0.212,7.5406241,67.4,0.86,0.0,9.2972,423.63,71.6456
TOI-1824 b,TOI-1824,0.151,2.7438269,16.0,4.24,0.0,14.6287,528.67,59.4314
TOI-1836 b,TOI-1836,0.1597,8.00321222,38.45723725,0.41,0.0,153.5185,966.0,191.649
TOI-1836 c,TOI-1836,0.03089,2.59987579,8.0,3.0,0.0,2981.98,2007.6,191.649
TOI-1842 b,TOI-1842,0.1,12.3485023,89.4,0.26,0.276,354.639,1199.55,223.465
TOI-1853 b,TOI-1853,0.0213,3.46,73.2,9.74,0.03,435.33,1479.0,165.105
TOI-1855 b,TOI-1855,0.02398,18.49481816,360.09958513,0.31,0.033,852.162,1701.0,176.833
TOI-1859 b,TOI-1859,0.337,9.75181321,68.6,0.406,0.57,23.786,615.0,224.385
TOI-1898 b,TOI-1898,0.269,9.39553231,129.0,0.85,0.485,51.0074,674.54,79.6682
TOI-1899 b,TOI-1899,0.1525,11.09689089,212.94503269,0.85,0.044,3.4,378.0,128.438
TOI-1937 A b,TOI-1937 A,0.01932,13.97759893,638.83509807,1.28,0.0,3230.0,2097.0,415.135
TOI-199 b,TOI-199,0.4254,9.07927437,54.03082919,0.397,0.09,2.7528,358.0,102.27
TOI-2000 b,TOI-2000,0.04271,2.7,11.0,3.07,0.0,628.0,1488.0,175.713
TOI-2000 c,TOI-2000,0.0878,8.14,81.7,0.829,0.063,149.0,1038.0,175.713
TOI-201 b,TOI-201,0.3026,11.82547464,184.34047606,0.654,0.318,30.2653,759.0,113.825
TOI-2010 b,TOI-2010,0.5516,11.81426566,408.7273314,1.36,0.212,4.09,400.2,109.19
TOI-2015 b,TOI-2015,0.029322,3.309,9.2,1.4,0.0789,13.185,530.9,47.3444
TOI-2015 c,TOI-2015,0.041232,2.93,8.91,1.95,0.00033,6.68,448.0,47.3444
TOI-2019 b,TOI-2019,0.128,5.33275337,34.4,1.25,0.0,126.052,917.46,198.007
TOI-2031 A b,TOI-2031 A,0.066,14.20177855,254.2627256,0.49,0.076,567.0,1358.0,276.105
TOI-2076 b,TOI-2076,0.0682,2.39,16.1,4.1,0.0,49.4,738.0,41.9091
TOI-2076 c,TOI-2076,0.142,3.69441587,55.0,6.0,0.0,32.7,543.16,41.9091
TOI-2076 d,TOI-2076,0.199,3.43087751,29.0,4.0,0.0,16.5,457.68,41.9091
TOI-2088 b,TOI-2088,0.472,3.6831179,37.0,2.0,0.0,1.7338,300.33,126.46
TOI-2096 b,TOI-2096,0.025,1.243,2.08,5.95,0.15,9.4,445.0,48.4809
TOI-2096 c,TOI-2096,0.04,1.914,4.32,3.39,0.1,3.7,349.0,48.4809
TOI-2107 b,TOI-2107,0.03515,13.57407563,263.79757781,0.577,0.033,508.468,1397.0,236.705
